dataset,index,raw_label,y_true,pred_label,outcome,probability,target_confidence,mc_std,global_focus_count,local_focus_count,total_focus_count,global_central_focus_count,local_central_focus_count,global_central_focus_fraction,local_central_focus_fraction,global_focus_density,local_focus_density,global_attention_position_variance,local_attention_position_variance,mean_attention_position_variance,global_attention_entropy,local_attention_entropy,mean_attention_entropy,global_central_importance_ratio,local_central_importance_ratio,mean_central_importance_ratio,global_peak_distance_to_center,local_peak_distance_to_center,is_error,central_norm,variance_norm,entropy_norm,focus_count_norm,mc_std_norm,confidence_inv_norm,attention_quality_score,attention_risk_score
kepler,20,no-PC,0,0,TN,3.4095953838075843e-10,0.9999999996590404,3.8848155248238925e-10,4,4,8,0,0,0.0,0.0,0.1004497751124437,0.1044776119402985,0.0911529570047507,0.0890235084499715,0.0900882327273611,0.8953586765087622,0.911014012251128,0.903186344379945,0.1226414188346587,0.0722930390235589,0.0974672289291088,432.0,24.0,0,0.10792628761943347,0.5600649546455441,0.7945428052550115,0.6666666666666666,5.5262349529345884e-09,6.913188521837953e-10,0.2716629652630528,0.4855580241942237
kepler,21,no-PC,0,0,TN,2.809617853927193e-06,0.999997190382146,2.169923618566827e-06,3,4,7,0,0,0.0,0.0,0.047976011994003,0.1044776119402985,0.0875446525453417,0.091231048247331,0.0893878503963364,0.813854599626401,0.9533789060082696,0.8836167528173353,0.08051548288706,0.0904450036708078,0.0854802432789339,610.0,41.0,0,0.0933920255511584,0.5546453809942784,0.7184075623056845,0.5555555555555556,3.086763836343804e-05,5.696691997306151e-06,0.31619588167391,0.4558755062724534
kepler,22,no-PC,0,0,TN,7.246120367199183e-05,0.999927538796328,2.4128918084898032e-05,2,5,7,1,0,0.5,0.0,0.0349825087456271,0.1044776119402985,0.0453502817924412,0.0799167616553856,0.0626335217239134,0.7830784672793313,0.9394032197027488,0.86124084349104,0.2682245914631186,0.0845807317585756,0.1764026616108471,502.0,25.0,0,0.20363577610558428,0.34761980609402976,0.6313543763810201,0.5555555555555556,0.0003432391403900571,0.00014692003700080144,0.4172765095187447,0.3885640201837353
kepler,23,PC,1,1,TP,0.9430548548698424,0.9430548548698424,0.0071833916008472,2,5,7,0,5,0.0,1.0,0.0274862568715642,0.0945273631840796,0.1450144456242,0.0194667764217372,0.0822406110229686,0.7864362650918948,0.804768808193581,0.795602536642738,0.1987702619185499,0.6642250646559026,0.4314976632872263,985.0,1.0,0,0.5129393587471024,0.49933988787808153,0.3759893922580951,0.5555555555555556,0.10218531761290311,0.11546016910525857,0.5205136307638425,0.3559318272771319
kepler,24,no-PC,0,0,TN,3.5250695873401128e-06,0.9999964749304128,3.5688424304680666e-06,3,4,7,1,3,0.3333333333333333,0.75,0.0824587706146926,0.099502487562189,0.1302908608324687,0.0465071978966949,0.0883990293645818,0.8253868717316015,0.8798864864931287,0.8526366791123652,0.3433493312395956,0.4033032170462664,0.373326274142931,0.0,4.0,0,0.4424063457467521,0.5469938624277348,0.5978799861133166,0.5555555555555556,5.076756461720572e-05,7.147319226581951e-06,0.43549423541253623,0.37634682887228316
kepler,25,no-PC,0,1,FP,0.7821220755577087,0.7821220755577087,0.0405734032392501,4,3,7,1,3,0.25,1.0,0.088455772113943,0.0696517412935323,0.1122765032431289,0.0130889593512517,0.0626827312971903,0.922018862411502,0.7797397801415825,0.8508793212765422,0.1977750446214889,0.7304646049301393,0.4641198247758141,978.0,1.0,1,0.5524938437649274,0.3480005908381728,0.5910430081748029,0.5555555555555556,0.5771655405992614,0.4417623652185095,0.514473672299099,0.49350553610356246
kepler,26,no-PC,0,0,TN,0.0010359751759096,0.9989640248240904,0.0002390455338172,2,4,6,1,0,0.5,0.0,0.0869565217391304,0.0945273631840796,0.0626744640106359,0.0835973145986046,0.0731358893046203,0.8300030208666197,0.943104286892188,0.8865536538794039,0.6348531290037565,0.1296829792124764,0.3822680541081164,110.0,55.0,0,0.45324828526045785,0.42888735396753314,0.7298335379150042,0.4444444444444444,0.0034004750338509494,0.0021005103898843976,0.462520737233369,0.35923633941504324
kepler,27,no-PC,0,0,TN,0.0001496567711001,0.9998503432289,5.929146209382452e-05,2,1,3,1,0,0.5,0.0,0.0539730134932533,0.0945273631840796,0.0834017982524732,0.0925859652841086,0.0879938817682909,0.7992183663107753,0.9135147356099214,0.8563665509603483,0.1636020485652217,0.1528036465055935,0.1582028475354076,734.0,87.0,0,0.1815684378200446,0.5438588215501055,0.6123910043125222,0.1111111111111111,0.0008434340242672046,0.00030343931970776083,0.47855187521157644,0.3478232287496115
kepler,28,no-PC,0,0,TN,9.238488928531297e-06,0.9999907615110716,2.778346470222459e-06,2,1,3,0,0,0.0,0.0,0.0359820089955022,0.0646766169154228,0.0244878806060439,0.0654035726425313,0.0449457266242876,0.7912963612752973,0.894361972184661,0.8428291667299792,0.2060616477305241,0.0670211750687148,0.1365414113996195,432.0,33.0,0,0.1553038706669043,0.21075126440670813,0.5597239859958613,0.1111111111111111,3.9522586582054805e-05,1.8731666966769432e-05,0.568429377288306,0.2877234575167209
kepler,29,no-PC,0,0,TN,6.121360485167315e-08,0.9999999387863951,4.9196323459455016e-08,4,3,7,0,1,0.0,0.3333333333333333,0.0869565217391304,0.0945273631840796,0.0958371496930647,0.0910558135935906,0.0934464816433277,0.8727276008389073,0.9250716971530522,0.8988996489959797,0.0213523501265022,0.1096876181954134,0.0655199841609578,842.0,55.0,0,0.06919014148807798,0.5860511575138202,0.7778654722885163,0.5555555555555556,6.99828467713871e-07,1.2411476257654945e-07,0.2874294890325465,0.4750471446355073
kepler,30,no-PC,0,0,TN,0.000149490617332,0.999850509382668,5.8371919294586405e-05,3,3,6,2,0,0.6666666666666666,0.0,0.0514742628685657,0.1044776119402985,0.0212509971297873,0.1053250760332695,0.0632880365815284,0.8273541607599189,0.9300249256160256,0.8786895431879722,0.4313248037734485,0.0974166334944446,0.2643707186339466,486.0,91.0,0,0.3102973532296079,0.3526844562423315,0.6992383169489971,0.4444444444444444,0.0008303533267053839,0.00030310243160074074,0.4534825338984587,0.36453388669407855
kepler,31,PC,1,1,TP,0.9890970587730408,0.9890970587730408,0.0029133232310414,2,5,7,1,4,0.5,0.8,0.0729635182408795,0.099502487562189,0.0854685297025577,0.0264146411055911,0.0559415854040744,0.8818852027307386,0.8488754739854031,0.8653803383580708,0.3654307851952761,0.5768343096950179,0.471132547445147,21.0,4.0,0,0.5609967945536213,0.295837457870188,0.6474590276396105,0.5555555555555556,0.04144266054462404,0.02210645762570426,0.5155361883720668,0.3335673941136769
kepler,32,no-PC,0,0,TN,1.2325246245836752e-07,0.9999998767475377,6.966777732486662e-08,3,2,5,0,0,0.0,0.0,0.063968015992004,0.099502487562189,0.0901497745162096,0.0934279050483027,0.0917888397822561,0.8580339185032576,0.9162176194347396,0.8871257689689986,0.1032329243462606,0.0936058809974654,0.098419402671863,945.0,89.0,0,0.10908080161616274,0.5732242888800058,0.7320593442739113,0.3333333333333333,9.910393791429886e-07,2.4990278122458466e-07,0.3676159587822281,0.4215895676355413
kepler,33,no-PC,0,0,TN,6.058890278382023e-08,0.9999999394110972,5.556747595392154e-08,2,1,3,0,1,0.0,1.0,0.0384807596201899,0.0248756218905472,0.1863556849850548,0.0155938030537006,0.1009747440193777,0.728940364893998,0.7481916504099688,0.7385660076519834,0.1395328566335879,0.7372477070483844,0.4383902818409861,950.0,1.0,0,0.5212966828751695,0.6443050148796426,0.1540895136732844,0.1111111111111111,7.904595062793475e-07,1.2284813648876195e-07,0.6529477608027828,0.23136831168275196
kepler,34,no-PC,0,0,TN,4.559164608508581e-06,0.9999954408353916,1.8176524463342505e-06,1,5,6,0,0,0.0,0.0,0.0194902548725637,0.099502487562189,0.0877520905414383,0.0982973280341649,0.0930247092878016,0.804205894466017,0.9311291136560672,0.8676675040610421,0.0093245100900631,0.0591964572993991,0.0342604836947311,672.0,86.0,0,0.03128788773065594,0.5827874738890532,0.6563572162351146,0.4444444444444444,2.5856503843608973e-05,9.24401747438018e-06,0.3369246882905109,0.4420560578932124
kepler,35,PC,1,1,TP,0.8359767198562622,0.8359767198562622,0.0139455739408731,3,5,8,0,3,0.0,0.6,0.0569715142428785,0.1044776119402985,0.0541203829426449,0.0459460385359571,0.050033210739301,0.8267922433991989,0.9131100789598428,0.8699511611795208,0.0580325096963146,0.3284705677227931,0.1932515387095538,263.0,1.0,0,0.22406509857709223,0.25011832670912193,0.6652417547280144,0.6666666666666666,0.19837884130864827,0.33256839752201645,0.41050958761832235,0.4814848147262292
kepler,36,no-PC,0,0,TN,5.091006300972367e-07,0.99999949089937,3.574135121198197e-07,1,2,3,1,0,1.0,0.0,0.032983508245877,0.0796019900497512,0.0516226682353424,0.083721882147081,0.0676722751912117,0.8554891278352837,0.9086872775424522,0.8820882026888679,0.4238995804185724,0.0712781295171352,0.2475888549678538,27.0,27.0,0,0.28994928477976384,0.38660978958867376,0.7124607577942687,0.1111111111111111,5.084285429979575e-06,1.0322362809937284e-06,0.5199419065714276,0.32003974837266674
kepler,37,no-PC,0,0,TN,9.757710195401612e-10,0.999999999024229,1.1246854558777384e-09,7,4,11,0,1,0.0,0.25,0.088455772113943,0.099502487562189,0.0954392719695843,0.0860074066069215,0.0907233392882529,0.9347398457747528,0.941710383181726,0.9382251144782394,0.1042836570337686,0.1486085336139863,0.1264460953238774,606.0,84.0,0,0.14306326458052218,0.5649794229733206,0.9308606872886981,1.0,1.5998896597531614e-08,1.978442353015491e-09,0.16180578857962588,0.5587961439431391
kepler,38,no-PC,0,0,TN,4.786518275068374e-06,0.9999952134817248,1.939726871569292e-06,2,5,7,1,0,0.5,0.0,0.0514742628685657,0.1044776119402985,0.0538607446492285,0.0797668950399003,0.0668138198445644,0.7972187008125547,0.921853835114252,0.8595362679634034,0.3623750278573661,0.107101060759669,0.2347380443085175,3.0,30.0,0,0.27436763186355706,0.37996704351786553,0.6247227473300568,0.5555555555555556,2.7593039258660574e-05,9.704992554052595e-06,0.42853057136501976,0.38098583542862224
kepler,39,PC,1,0,FN,0.3961618542671203,0.6038381457328796,0.0309840552508831,1,4,5,1,3,1.0,0.75,0.0259870064967516,0.0746268656716417,0.050195785879115,0.0570972103253357,0.0536464981022254,0.7989790781910142,0.8663151049059118,0.832647091548463,0.6311788979375803,0.4785906363869974,0.5548847671622888,50.0,2.0,1,0.6625466541841727,0.2780780226053704,0.5201107541512987,0.3333333333333333,0.440754966828458,0.8032452034705692,0.6327561360235425,0.4521626043674762
kepler,40,no-PC,0,0,TN,1.4046392493582973e-08,0.9999999859536076,1.2913544900072791e-08,3,3,6,1,0,0.3333333333333333,0.0,0.0669665167416291,0.099502487562189,0.0403704585154646,0.1182708116522945,0.0793206350838796,0.8726307461562595,0.8981032323377268,0.8853669892469931,0.1446598846169143,0.0432575310835037,0.093958707850209,311.0,77.0,0,0.1036721935276421,0.4767450508000765,0.7252168345055886,0.4444444444444444,1.8369800219228592e-07,2.848001943102226e-08,0.36431646594438316,0.4237890580667481
kepler,41,PC,1,0,FN,0.4755890071392059,0.5244109928607941,0.0242102034389972,4,5,9,2,4,0.5,0.8,0.0654672663668165,0.099502487562189,0.0790403287171866,0.0340419966159869,0.0565411626665867,0.826839058835419,0.874201579532931,0.850520319184175,0.3416186559805473,0.4881787244770247,0.414898690228786,251.0,1.0,1,0.4928130457993524,0.30047699971736097,0.5896463151761655,0.7777777777777778,0.34439544234163133,0.9642891780042916,0.45622798828201205,0.5806287778696458
kepler,42,no-PC,0,0,TN,2.658523271747981e-06,0.9999973414767284,1.4357253803609638e-06,1,3,4,0,0,0.0,0.0,0.0344827586206896,0.0945273631840796,0.0564712096401259,0.0753477924040182,0.0659095010220721,0.7664351490704756,0.9325229511204703,0.849479050095473,0.2722460303150554,0.0832464643530359,0.1777462473340457,715.0,31.0,0,0.2052648784989684,0.37296940487733565,0.5855952712496574,0.2222222222222222,2.042350774510284e-05,5.390337417033098e-06,0.5061194950374382,0.3292579722825682
kepler,43,PC,1,1,TP,0.988382875919342,0.988382875919342,0.0021617903839796,2,2,4,0,2,0.0,1.0,0.0304847576211894,0.0398009950248756,0.0915164532889915,0.0225608889241291,0.0570386711065603,0.8510134228996462,0.8267206488198596,0.838867035859753,0.1013330764407637,0.6270694631905834,0.3642012698156736,829.0,1.0,0,0.4313422460525501,0.3043267308044065,0.5443093670736115,0.2222222222222222,0.030751941321620478,0.023554512115189823,0.5901209814880775,0.2823037545807501
kepler,44,no-PC,0,0,TN,3.50870443810436e-08,0.9999999649129556,2.4271940901599013e-08,4,3,7,1,0,0.25,0.0,0.0979510244877561,0.1044776119402985,0.0880475155688716,0.0894051025015776,0.0887263090352246,0.870607542736859,0.9019030657816868,0.8862553042592729,0.2078031627571366,0.0457642760746942,0.1267837194159154,840.0,23.0,0,0.1434726349741684,0.5495263596096891,0.7286728125753955,0.5555555555555556,3.452736711078161e-07,7.114137769566513e-08,0.3274294768083821,0.44838041819692004
kepler,45,no-PC,0,0,TN,0.0009155801963061,0.999084419803694,0.000176871282747,5,4,9,1,0,0.2,0.0,0.1004497751124437,0.0895522388059701,0.1151591116719419,0.0918464076217427,0.1035027596468423,0.8348391654518587,0.949377277081516,0.8921082212666873,0.2222486645026029,0.0914605267693361,0.1568545956359695,895.0,56.0,0,0.1799336776716334,0.6638668545744704,0.7514435105174593,0.7777777777777778,0.002516032705494038,0.0018564013499885144,0.24671138370048148,0.5029211498755927
kepler,46,no-PC,0,0,TN,2.2805576804785238e-07,0.999999771944232,1.5696217303684534e-07,3,3,6,1,0,0.3333333333333333,0.0,0.0819590204897551,0.0945273631840796,0.0897690401672846,0.1003165974164861,0.0950428187918853,0.8577214541178231,0.9179663060346952,0.8878438800762591,0.1165731503737473,0.0919978906784735,0.1042855205261104,360.0,77.0,0,0.1161934900522063,0.5984036489540336,0.7348531462518918,0.4444444444444444,2.23282126259244e-06,4.623986379181222e-07,0.33462306260045915,0.443585074136344
kepler,47,PC,1,1,TP,0.7360171675682068,0.7360171675682068,0.0212193336337804,2,4,6,0,3,0.0,0.75,0.0364817591204397,0.099502487562189,0.0752121542029752,0.0327102021781779,0.0539611781905765,0.8131540551009592,0.8494594916147703,0.8313067733578647,0.1384679117761928,0.4159986720918167,0.2772332919340047,985.0,25.0,0,0.3258932683888718,0.2805130239465813,0.5148962635604185,0.4444444444444444,0.3018496648082339,0.5352432135135317,0.5215098841093568,0.45850889031405634
kepler,48,no-PC,0,0,TN,0.0240987334400415,0.9759012665599583,0.0047047566622495,2,1,3,0,1,0.0,1.0,0.0394802598700649,0.0298507462686567,0.1968221553781999,0.0184302657299893,0.1076262105540946,0.7891232601590347,0.77097984231448,0.7800515512367574,0.051300347929003,0.7339384650962827,0.3926194065126429,982.0,1.0,0,0.4657993362918956,0.695774207029431,0.3154884846025713,0.1111111111111111,0.06692619316016224,0.04886182714698543,0.5858563833871955,0.2953937477930609
kepler,49,no-PC,0,0,TN,8.682102634338662e-05,0.9999131789736566,3.834010931313969e-05,2,1,3,0,1,0.0,1.0,0.0594702648675662,0.0398009950248756,0.152855739725484,0.0337810689523182,0.0933184043389011,0.8325193645368896,0.8615930363983572,0.8470562004676234,0.053484144062224,0.511822130915631,0.2826531374889275,648.0,3.0,0,0.3324648500995477,0.5850600925573699,0.5761692060987395,0.1111111111111111,0.0005453964457420736,0.00017603555773871795,0.5150311100830818,0.3234328319451923
kepler,50,no-PC,0,0,TN,1.2633223605007515e-06,0.9999987366776396,7.548141525148822e-07,2,5,7,0,0,0.0,0.0,0.0379810094952523,0.0845771144278607,0.1048777757260035,0.0886628953802353,0.0967703355531194,0.7355161051932205,0.9368320844480752,0.8361740948206478,0.0083957957313984,0.0831643423955924,0.0457800690634954,433.0,25.0,0,0.04525542532131324,0.6117712110791466,0.5338325147793499,0.5555555555555556,1.0737396511039293e-05,2.5614723262476108e-06,0.3360240359768153,0.4426528591602626
kepler,51,no-PC,0,0,TN,0.0004835689614992,0.9995164310385009,0.0001852107379818,5,1,6,0,1,0.0,1.0,0.0979510244877561,0.0298507462686567,0.1034052725619995,0.016466021393845,0.0599356469779222,0.9388211812310012,0.7705502219010346,0.8546857015660179,0.0742999889627495,0.734202103706015,0.4042510463343823,249.0,1.0,0,0.4799027402990973,0.3267435928600422,0.6058516814764195,0.4444444444444444,0.0026346632813053473,0.0009804690802197517,0.5257157553795477,0.316792018473889
kepler,52,no-PC,0,0,TN,0.0063410187140107,0.9936589812859892,0.0019142453093081,2,1,3,0,1,0.0,1.0,0.0309845077461269,0.0597014925373134,0.1027306387177912,0.0178636284187898,0.0602971335682905,0.7055962119381353,0.7608895807156694,0.7332428963269023,0.0994097515112757,0.7940380973104397,0.4467239244108577,980.0,0.0,0,0.5314012536679175,0.32954078392792596,0.13338001788821655,0.1111111111111111,0.027230558458985813,0.012856848311579204,0.7393423351851659,0.18045301100498354
kepler,53,PC,1,1,TP,0.6552050113677979,0.6552050113677979,0.043466743081808,2,2,4,0,2,0.0,1.0,0.0359820089955022,0.0398009950248756,0.0429599024668083,0.0246183025023758,0.0337891024845921,0.7666603704411022,0.821173350286061,0.7939168603635816,0.0921547689880013,0.6775115980626736,0.3848331835253374,571.0,1.0,0,0.4563585136595707,0.12442106510527018,0.3694312904889862,0.2222222222222222,0.6183239330693276,0.6990953768425245,0.685070983960773,0.42952256234479336
