dataset,index,raw_label,y_true,pred_label,outcome,probability,target_confidence,mc_std,global_focus_count,local_focus_count,total_focus_count,global_central_focus_count,local_central_focus_count,global_central_focus_fraction,local_central_focus_fraction,global_focus_density,local_focus_density,global_attention_position_variance,local_attention_position_variance,mean_attention_position_variance,global_attention_entropy,local_attention_entropy,mean_attention_entropy,global_central_importance_ratio,local_central_importance_ratio,mean_central_importance_ratio,global_peak_distance_to_center,local_peak_distance_to_center
kepler,13,no-PC,0,0,TN,0.00012871946091763675,0.9998712805390824,5.3940941143082455e-05,1,4,5,1,0,1.0,0.0,0.017991004497751123,0.09950248756218906,0.03700443154900014,0.08341363674785571,0.060209034148427924,0.7545254481343984,0.9411752962681965,0.8478503722012974,0.6754744381271576,0.12525947171025242,0.400366954918705,13.0,37.0
kepler,14,no-PC,0,0,TN,0.0014525612350553274,0.9985474387649447,0.0003618270857259631,3,5,8,0,0,0.0,0.0,0.0544727636181909,0.09950248756218906,0.04132713577801796,0.07710008566051256,0.05921361071926526,0.8429311021108246,0.9473544650047402,0.8951427835577823,0.1704092263985017,0.11262530036919427,0.14151726338384799,227.0,81.0
kepler,15,PC,1,1,TP,0.9525217413902283,0.9525217413902283,0.004592986777424812,2,2,4,0,2,0.0,1.0,0.030984507746126936,0.03482587064676617,0.05873794837871822,0.036328679783515117,0.04753331408111667,0.7545197901275201,0.8549457254576021,0.8047327577925611,0.16419689810646693,0.5863732862389477,0.37528509217270734,702.0,1.0
kepler,16,no-PC,0,0,TN,1.2832832574360964e-08,0.9999999871671674,7.75478437020638e-09,6,2,8,1,0,0.16666666666666666,0.0,0.10044977511244378,0.09950248756218906,0.08671774916655738,0.07287364892437895,0.07979569904546815,0.8735879055121342,0.9279698141421199,0.900778859827127,0.23330452270162028,0.09281608203885877,0.16306030237023952,769.0,28.0
kepler,17,no-PC,0,0,TN,0.001490293419919908,0.9985097065800801,0.0003829010238405317,3,5,8,1,1,0.3333333333333333,0.2,0.08945527236381809,0.08955223880597014,0.1252383688077204,0.07086931429293836,0.09805384155032938,0.8005723303123845,0.9096119390573429,0.8550921346848637,0.3148347886375654,0.26341614083970644,0.28912546473863593,981.0,86.0
kepler,18,no-PC,0,0,TN,0.00015280723164323717,0.9998471927683568,4.3602507503237575e-05,2,4,6,1,1,0.5,0.25,0.034482758620689655,0.08955223880597014,0.10940758976249709,0.06828737614861638,0.08884748295555674,0.824155370427798,0.9202789439839478,0.8722171572058729,0.3239016319386695,0.17068432478182963,0.24729297836024955,985.0,36.0
kepler,19,no-PC,0,0,TN,2.135548404780252e-09,0.9999999978644516,2.395387443954178e-09,2,1,3,0,1,0.0,1.0,0.04897551224387806,0.024875621890547265,0.06233583585740265,0.02228414489772349,0.04230999037756307,0.7914563501015328,0.7685722045274146,0.7800142773144737,0.11707398965584126,0.705894604558897,0.4114842971073691,562.0,1.0
kepler,20,no-PC,0,0,TN,3.4095953838075843e-10,0.9999999996590405,3.8848155248238925e-10,4,4,8,0,0,0.0,0.0,0.10044977511244378,0.1044776119402985,0.09115295700475073,0.08902350844997159,0.09008823272736116,0.8953586765087622,0.9110140122511279,0.903186344379945,0.12264141883465873,0.07229303902355896,0.09746722892910885,432.0,24.0
kepler,21,no-PC,0,0,TN,2.809617853927193e-06,0.9999971903821461,2.169923618566827e-06,3,4,7,0,0,0.0,0.0,0.047976011994003,0.1044776119402985,0.08754465254534179,0.09123104824733108,0.08938785039633643,0.813854599626401,0.9533789060082697,0.8836167528173353,0.08051548288706002,0.09044500367080786,0.08548024327893394,610.0,41.0
kepler,22,no-PC,0,0,TN,7.246120367199183e-05,0.999927538796328,2.4128918084898032e-05,2,5,7,1,0,0.5,0.0,0.03498250874562719,0.1044776119402985,0.045350281792441285,0.07991676165538564,0.06263352172391345,0.7830784672793313,0.9394032197027488,0.86124084349104,0.26822459146311867,0.08458073175857564,0.17640266161084717,502.0,25.0
kepler,23,PC,1,1,TP,0.9430548548698425,0.9430548548698425,0.007183391600847244,2,5,7,0,5,0.0,1.0,0.027486256871564217,0.0945273631840796,0.14501444562420002,0.019466776421737275,0.08224061102296865,0.7864362650918948,0.804768808193581,0.795602536642738,0.19877026191854996,0.6642250646559026,0.4314976632872263,985.0,1.0
kepler,24,no-PC,0,0,TN,3.5250695873401128e-06,0.9999964749304127,3.5688424304680666e-06,3,4,7,1,3,0.3333333333333333,0.75,0.08245877061469266,0.09950248756218906,0.13029086083246877,0.04650719789669495,0.08839902936458185,0.8253868717316015,0.8798864864931287,0.8526366791123652,0.34334933123959566,0.4033032170462664,0.37332627414293107,0.0,4.0
kepler,25,no-PC,0,1,FP,0.7821220755577087,0.7821220755577087,0.04057340323925018,4,3,7,1,3,0.25,1.0,0.08845577211394302,0.06965174129353234,0.11227650324312893,0.013088959351251716,0.06268273129719032,0.922018862411502,0.7797397801415825,0.8508793212765422,0.19777504462148898,0.7304646049301393,0.46411982477581415,978.0,1.0
kepler,26,no-PC,0,0,TN,0.001035975175909698,0.9989640248240903,0.00023904553381726146,2,4,6,1,0,0.5,0.0,0.08695652173913043,0.0945273631840796,0.06267446401063598,0.08359731459860462,0.0731358893046203,0.8300030208666197,0.943104286892188,0.8865536538794039,0.6348531290037565,0.1296829792124764,0.38226805410811643,110.0,55.0
kepler,27,no-PC,0,0,TN,0.0001496567711001262,0.9998503432288999,5.929146209382452e-05,2,1,3,1,0,0.5,0.0,0.053973013493253376,0.0945273631840796,0.08340179825247324,0.09258596528410865,0.08799388176829094,0.7992183663107753,0.9135147356099214,0.8563665509603483,0.16360204856522173,0.15280364650559358,0.15820284753540764,734.0,87.0
kepler,28,no-PC,0,0,TN,9.238488928531297e-06,0.9999907615110715,2.778346470222459e-06,2,1,3,0,0,0.0,0.0,0.035982008995502246,0.06467661691542288,0.02448788060604399,0.06540357264253134,0.04494572662428767,0.7912963612752973,0.894361972184661,0.8428291667299792,0.20606164773052418,0.06702117506871481,0.1365414113996195,432.0,33.0
kepler,29,no-PC,0,0,TN,6.121360485167315e-08,0.9999999387863951,4.9196323459455016e-08,4,3,7,0,1,0.0,0.3333333333333333,0.08695652173913043,0.0945273631840796,0.09583714969306473,0.09105581359359069,0.09344648164332771,0.8727276008389073,0.9250716971530522,0.8988996489959797,0.021352350126502224,0.10968761819541344,0.06551998416095783,842.0,55.0
kepler,30,no-PC,0,0,TN,0.00014949061733204871,0.999850509382668,5.8371919294586405e-05,3,3,6,2,0,0.6666666666666666,0.0,0.05147426286856572,0.1044776119402985,0.02125099712978732,0.10532507603326957,0.06328803658152844,0.8273541607599189,0.9300249256160255,0.8786895431879722,0.43132480377344856,0.09741663349444468,0.2643707186339466,486.0,91.0
kepler,31,PC,1,1,TP,0.9890970587730408,0.9890970587730408,0.0029133232310414314,2,5,7,1,4,0.5,0.8,0.07296351824087956,0.09950248756218906,0.08546852970255778,0.02641464110559117,0.05594158540407447,0.8818852027307386,0.8488754739854031,0.8653803383580708,0.36543078519527616,0.5768343096950179,0.47113254744514704,21.0,4.0
kepler,32,no-PC,0,0,TN,1.2325246245836752e-07,0.9999998767475375,6.966777732486662e-08,3,2,5,0,0,0.0,0.0,0.063968015992004,0.09950248756218906,0.09014977451620963,0.0934279050483027,0.09178883978225616,0.8580339185032576,0.9162176194347397,0.8871257689689986,0.1032329243462606,0.0936058809974654,0.098419402671863,945.0,89.0
kepler,33,no-PC,0,0,TN,6.058890278382023e-08,0.9999999394110972,5.556747595392153e-08,2,1,3,0,1,0.0,1.0,0.0384807596201899,0.024875621890547265,0.18635568498505486,0.015593803053700653,0.10097474401937775,0.728940364893998,0.7481916504099688,0.7385660076519834,0.1395328566335879,0.7372477070483844,0.43839028184098616,950.0,1.0
kepler,34,no-PC,0,0,TN,4.559164608508581e-06,0.9999954408353915,1.8176524463342503e-06,1,5,6,0,0,0.0,0.0,0.019490254872563718,0.09950248756218906,0.08775209054143834,0.09829732803416491,0.09302470928780163,0.804205894466017,0.9311291136560672,0.8676675040610421,0.00932451009006316,0.05919645729939914,0.03426048369473115,672.0,86.0
kepler,35,PC,1,1,TP,0.8359767198562622,0.8359767198562622,0.013945573940873146,3,5,8,0,3,0.0,0.6,0.05697151424287856,0.1044776119402985,0.05412038294264498,0.04594603853595715,0.05003321073930106,0.8267922433991989,0.9131100789598428,0.8699511611795208,0.058032509696314634,0.3284705677227931,0.19325153870955386,263.0,1.0
kepler,36,no-PC,0,0,TN,5.091006300972367e-07,0.9999994908993699,3.5741351211981964e-07,1,2,3,1,0,1.0,0.0,0.03298350824587706,0.07960199004975124,0.05162266823534244,0.08372188214708104,0.06767227519121174,0.8554891278352837,0.9086872775424522,0.8820882026888679,0.4238995804185724,0.07127812951713526,0.24758885496785382,27.0,27.0
kepler,37,no-PC,0,0,TN,9.757710195401614e-10,0.999999999024229,1.1246854558777386e-09,7,4,11,0,1,0.0,0.25,0.08845577211394302,0.09950248756218906,0.09543927196958435,0.0860074066069215,0.09072333928825292,0.9347398457747528,0.941710383181726,0.9382251144782394,0.1042836570337686,0.14860853361398635,0.12644609532387746,606.0,84.0
kepler,38,no-PC,0,0,TN,4.786518275068374e-06,0.9999952134817249,1.9397268715692917e-06,2,5,7,1,0,0.5,0.0,0.05147426286856572,0.1044776119402985,0.053860744649228506,0.07976689503990031,0.06681381984456441,0.7972187008125547,0.9218538351142521,0.8595362679634034,0.3623750278573661,0.10710106075966908,0.23473804430851758,3.0,30.0
kepler,39,PC,1,0,FN,0.39616185426712036,0.6038381457328796,0.030984055250883102,1,4,5,1,3,1.0,0.75,0.025987006496751622,0.07462686567164178,0.050195785879115065,0.057097210325335754,0.05364649810222541,0.7989790781910142,0.8663151049059118,0.832647091548463,0.6311788979375803,0.4785906363869974,0.5548847671622888,50.0,2.0
kepler,40,no-PC,0,0,TN,1.4046392493582971e-08,0.9999999859536075,1.2913544900072793e-08,3,3,6,1,0,0.3333333333333333,0.0,0.06696651674162919,0.09950248756218906,0.04037045851546461,0.11827081165229458,0.0793206350838796,0.8726307461562595,0.8981032323377268,0.8853669892469931,0.14465988461691434,0.04325753108350372,0.09395870785020903,311.0,77.0
kepler,41,PC,1,0,FN,0.47558900713920593,0.5244109928607941,0.02421020343899727,4,5,9,2,4,0.5,0.8,0.06546726636681659,0.09950248756218906,0.07904032871718664,0.034041996615986905,0.05654116266658677,0.826839058835419,0.874201579532931,0.850520319184175,0.3416186559805473,0.4881787244770247,0.414898690228786,251.0,1.0
kepler,42,no-PC,0,0,TN,2.658523271747981e-06,0.9999973414767283,1.4357253803609638e-06,1,3,4,0,0,0.0,0.0,0.034482758620689655,0.0945273631840796,0.05647120964012599,0.0753477924040182,0.0659095010220721,0.7664351490704756,0.9325229511204705,0.849479050095473,0.27224603031505545,0.08324646435303597,0.1777462473340457,715.0,31.0
kepler,43,PC,1,1,TP,0.988382875919342,0.988382875919342,0.002161790383979678,2,2,4,0,2,0.0,1.0,0.030484757621189407,0.03980099502487562,0.09151645328899159,0.022560888924129156,0.05703867110656037,0.8510134228996462,0.8267206488198596,0.838867035859753,0.10133307644076373,0.6270694631905834,0.3642012698156736,829.0,1.0
kepler,44,no-PC,0,0,TN,3.50870443810436e-08,0.9999999649129556,2.427194090159901e-08,4,3,7,1,0,0.25,0.0,0.09795102448775612,0.1044776119402985,0.08804751556887166,0.08940510250157764,0.08872630903522466,0.870607542736859,0.9019030657816868,0.8862553042592729,0.20780316275713664,0.04576427607469423,0.12678371941591543,840.0,23.0
kepler,45,no-PC,0,0,TN,0.0009155801963061094,0.9990844198036939,0.00017687128274701536,5,4,9,1,0,0.2,0.0,0.10044977511244378,0.08955223880597014,0.11515911167194193,0.09184640762174279,0.10350275964684236,0.8348391654518587,0.9493772770815161,0.8921082212666873,0.2222486645026029,0.09146052676933619,0.15685459563596954,895.0,56.0
kepler,46,no-PC,0,0,TN,2.2805576804785233e-07,0.999999771944232,1.5696217303684534e-07,3,3,6,1,0,0.3333333333333333,0.0,0.08195902048975512,0.0945273631840796,0.08976904016728468,0.10031659741648612,0.09504281879188539,0.8577214541178231,0.9179663060346952,0.8878438800762591,0.11657315037374734,0.09199789067847357,0.10428552052611045,360.0,77.0
kepler,47,PC,1,1,TP,0.7360171675682068,0.7360171675682068,0.02121933363378048,2,4,6,0,3,0.0,0.75,0.03648175912043978,0.09950248756218906,0.07521215420297525,0.032710202178177925,0.05396117819057659,0.8131540551009592,0.8494594916147703,0.8313067733578647,0.13846791177619283,0.4159986720918167,0.27723329193400476,985.0,25.0
kepler,48,no-PC,0,0,TN,0.024098733440041542,0.9759012665599585,0.004704756662249565,2,1,3,0,1,0.0,1.0,0.03948025987006497,0.029850746268656716,0.19682215537819991,0.018430265729989372,0.10762621055409465,0.7891232601590347,0.77097984231448,0.7800515512367574,0.05130034792900308,0.7339384650962827,0.3926194065126429,982.0,1.0
kepler,49,no-PC,0,0,TN,8.682102634338662e-05,0.9999131789736566,3.834010931313969e-05,2,1,3,0,1,0.0,1.0,0.059470264867566215,0.03980099502487562,0.15285573972548405,0.03378106895231821,0.09331840433890112,0.8325193645368896,0.8615930363983572,0.8470562004676234,0.05348414406222408,0.511822130915631,0.28265313748892756,648.0,3.0
kepler,50,no-PC,0,0,TN,1.2633223605007515e-06,0.9999987366776395,7.548141525148822e-07,2,5,7,0,0,0.0,0.0,0.03798100949525238,0.0845771144278607,0.10487777572600354,0.08866289538023539,0.09677033555311947,0.7355161051932205,0.9368320844480751,0.8361740948206478,0.008395795731398422,0.08316434239559242,0.045780069063495424,433.0,25.0
kepler,51,no-PC,0,0,TN,0.0004835689614992589,0.9995164310385007,0.00018521073798183352,5,1,6,0,1,0.0,1.0,0.09795102448775612,0.029850746268656716,0.1034052725619995,0.016466021393845003,0.05993564697792225,0.9388211812310011,0.7705502219010346,0.8546857015660179,0.07429998896274956,0.734202103706015,0.4042510463343823,249.0,1.0
kepler,52,no-PC,0,0,TN,0.0063410187140107155,0.9936589812859893,0.0019142453093081713,2,1,3,0,1,0.0,1.0,0.030984507746126936,0.05970149253731343,0.10273063871779126,0.017863628418789825,0.06029713356829054,0.7055962119381353,0.7608895807156694,0.7332428963269023,0.09940975151127573,0.7940380973104397,0.44672392441085773,980.0,0.0
kepler,53,PC,1,1,TP,0.6552050113677979,0.6552050113677979,0.04346674308180809,2,2,4,0,2,0.0,1.0,0.035982008995502246,0.03980099502487562,0.042959902466808364,0.024618302502375868,0.03378910248459212,0.7666603704411022,0.821173350286061,0.7939168603635816,0.09215476898800137,0.6775115980626736,0.38483318352533746,571.0,1.0
kepler,54,no-PC,0,0,TN,2.2204534616321325e-05,0.9999777954653837,1.608474485692568e-05,2,5,7,0,5,0.0,1.0,0.04047976011994003,0.1044776119402985,0.15505052557729485,0.024133985839753035,0.08959225570852394,0.8540775973295635,0.795771632673399,0.8249246150014813,0.1058343691512426,0.5634194334779306,0.33462690131458656,982.0,16.0
kepler,55,no-PC,0,0,TN,5.297189797914825e-09,0.9999999947028102,4.940804210207261e-09,3,2,5,2,0,0.6666666666666666,0.0,0.06646676661669165,0.07960199004975124,0.0471331626033258,0.08684044112109524,0.06698680186221051,0.8648215159861294,0.896329989872232,0.8805757529291807,0.34509651151468845,0.07271359407807954,0.208905052796384,140.0,26.0
kepler,56,no-PC,0,0,TN,0.30743539333343506,0.6925646066665649,0.03166315332055092,2,4,6,1,3,0.5,0.75,0.050974512743628186,0.07462686567164178,0.06806666055838013,0.03500748945679106,0.0515370750075856,0.8207779989499759,0.8736359485035242,0.84720697372675,0.4082538499036945,0.4565435917267037,0.43239872081519914,427.0,1.0
kepler,57,no-PC,0,0,TN,1.1869744412251748e-05,0.9999881302555877,5.388447789300699e-06,1,4,5,1,0,1.0,0.0,0.026986506746626688,0.0945273631840796,0.03513706193816022,0.0774596144272611,0.056298338182710655,0.7749335834884625,0.9358810940065208,0.8554073387474916,0.6666729666599049,0.09283638735319714,0.379754677006551,10.0,26.0
kepler,58,no-PC,0,0,TN,1.2468607565097045e-05,0.9999875313924349,5.878725914953975e-06,4,2,6,2,0,0.5,0.0,0.09245377311344327,0.0945273631840796,0.12478346058901933,0.09965375906213825,0.1122186098255788,0.8239339989792399,0.9191777995610072,0.8715558992701236,0.37484495093523,0.09060451961324285,0.23272473527423643,883.0,75.0
kepler,59,no-PC,0,0,TN,0.0069942474365234375,0.9930057525634766,0.0020503560081124306,1,5,6,0,2,0.0,0.4,0.03298350824587706,0.09950248756218906,0.07162367881043315,0.07353821691536624,0.0725809478628997,0.8117798885074992,0.9185981881594163,0.8651890383334577,0.09449396834072428,0.2456780227133296,0.17008599552702694,609.0,7.0
kepler,60,PC,1,1,TP,0.9844204187393188,0.9844204187393188,0.002887784969061613,2,4,6,1,4,0.5,1.0,0.06346826586706647,0.08955223880597014,0.06765620053829983,0.01201756392219214,0.039836882230245986,0.8044847627952945,0.7694754471407736,0.786980104968034,0.5395794801495633,0.7445580518537759,0.6420687660016695,22.0,1.0
kepler,61,PC,1,1,TP,0.9562369585037231,0.9562369585037231,0.004728208761662245,2,3,5,0,3,0.0,1.0,0.035982008995502246,0.06467661691542288,0.05159694016180806,0.010450326460309993,0.031023633311059028,0.8032656534739556,0.7518266918764611,0.7775461726752084,0.22100016586962434,0.7528795257162482,0.48693984579293625,342.0,1.0
kepler,62,PC,1,1,TP,0.8839614987373352,0.8839614987373352,0.011647903360426426,1,3,4,0,2,0.0,0.6666666666666666,0.01999000499750125,0.08955223880597014,0.017414668749378637,0.050182158254455225,0.03379841350191693,0.7533446882735884,0.9144964213273276,0.833920554800458,0.3136469582935414,0.3681808359677014,0.34091389713062137,195.0,1.0
kepler,63,no-PC,0,0,TN,3.535735118020966e-07,0.9999996464264882,1.694397582241436e-07,2,2,4,0,0,0.0,0.0,0.043478260869565216,0.06467661691542288,0.08444900786421619,0.06685730372323095,0.07565315579372357,0.8597444539893913,0.9127691811007296,0.8862568175450605,0.18724467631811528,0.0952095095198147,0.14122709291896499,981.0,28.0
kepler,64,no-PC,0,0,TN,0.0001452154538128525,0.9998547845461871,4.902075670543127e-05,1,5,6,1,0,1.0,0.0,0.017991004497751123,0.09950248756218906,0.04055065010162456,0.088356240710032,0.06445344540582827,0.7403750931217987,0.9501784391978798,0.8452767661598393,0.7207456607734355,0.08312653526516063,0.4019360980192981,6.0,89.0
kepler,65,no-PC,0,0,TN,6.372955340339104e-06,0.9999936270446597,3.429517164477147e-06,1,6,7,1,0,1.0,0.0,0.01899050474762619,0.1044776119402985,0.016822342108572176,0.08950342239059672,0.053162882249584445,0.638100912491961,0.9012180127701197,0.7696594626310403,0.8026223813912488,0.025363601728256076,0.4139929915597524,6.0,26.0
kepler,66,PC,1,1,TP,0.982371985912323,0.982371985912323,0.0026164399459958076,1,6,7,0,5,0.0,0.8333333333333334,0.013493253373313344,0.09950248756218906,0.11664174217516876,0.0431348432435948,0.07988829270938178,0.8159741548981898,0.8495324192245464,0.8327532870613681,0.2965831112131135,0.525875485776949,0.4112292984950312,985.0,1.0
kepler,67,no-PC,0,0,TN,0.00018534234550315887,0.9998146576544968,8.683719352120534e-05,4,1,5,0,1,0.0,1.0,0.08295852073963018,0.01990049751243781,0.18967596386944646,0.04181132738116762,0.11574364562530703,0.7619745137185195,0.8688921316009515,0.8154333226597354,0.13560451763653827,0.4497343880582862,0.29266945284741225,926.0,1.0
kepler,68,no-PC,0,0,TN,0.0004993724869564176,0.9995006275130436,0.00011310612899251282,3,1,4,1,0,0.3333333333333333,0.0,0.0769615192403798,0.06467661691542288,0.11518486991789442,0.06201307920666724,0.08859897456228083,0.8184065410994763,0.9038753834142138,0.8611409622568451,0.20879980661565245,0.09725653484035596,0.1530281707280042,634.0,34.0
kepler,69,no-PC,0,0,TN,0.004521472379565239,0.9954785276204348,0.0007327119237743318,2,3,5,1,0,0.5,0.0,0.043478260869565216,0.1044776119402985,0.014709049404263791,0.06205834696374527,0.03838369818400453,0.7718357780632494,0.9200777488365667,0.8459567634499081,0.2988766898765886,0.11630883737307114,0.20759276362482987,472.0,35.0
kepler,70,no-PC,0,0,TN,6.272688915487379e-05,0.9999372731108451,2.1147889128769748e-05,2,3,5,1,0,0.5,0.0,0.033483258370814596,0.1044776119402985,0.08276426277894658,0.0759106922130242,0.07933747749598538,0.8427582572252224,0.9057485362874599,0.8742533967563411,0.19853891307182686,0.09086088862057556,0.1446999008462012,982.0,38.0
kepler,71,no-PC,0,0,TN,0.00011220499436603859,0.999887795005634,6.652997399214655e-05,4,6,10,1,0,0.25,0.0,0.0559720139930035,0.08955223880597014,0.06688076936042794,0.09501822122020295,0.08094949529031545,0.9398248538790376,0.9603482425264791,0.9500865482027583,0.19351097664182407,0.11740465733947254,0.1554578169906483,530.0,87.0
kepler,72,no-PC,0,0,TN,5.443757345346967e-06,0.9999945562426547,2.548150860093301e-06,2,4,6,0,0,0.0,0.0,0.04847576211894053,0.09950248756218906,0.11500515293345738,0.09502173720168165,0.10501344506756952,0.7676181081013832,0.921203087055406,0.8444105975783947,0.10227798096069694,0.0897098851736163,0.09599393306715662,699.0,31.0
kepler,73,no-PC,0,0,TN,4.191499092254247e-10,0.9999999995808501,4.024621746978596e-10,5,3,8,1,0,0.2,0.0,0.08695652173913043,0.1044776119402985,0.07097861525288435,0.0684803020894929,0.06972945867118863,0.8971686728959594,0.9273226458605117,0.9122456593782355,0.2531855878885903,0.1006115832734242,0.17689858558100724,106.0,43.0
kepler,74,PC,1,1,TP,0.9881933927536011,0.9881933927536011,0.00172396469861269,1,5,6,0,5,0.0,1.0,0.03548225887056472,0.08955223880597014,0.04550008042866951,0.02542951828858985,0.03546479935862968,0.7923444998103781,0.8027615049788367,0.7975530023946074,0.2160228060470848,0.6591919584388672,0.437607382242976,667.0,3.0
kepler,75,no-PC,0,0,TN,0.00010901992936851457,0.9998909800706315,3.7132624129299074e-05,2,4,6,0,1,0.0,0.25,0.051974012993503245,0.07462686567164178,0.1226814963894117,0.06560452713508616,0.09414301176224893,0.8063048896733289,0.9278768311997185,0.8670908604365237,0.05747492076440443,0.17258023269292805,0.11502757672866623,758.0,76.0
kepler,76,PC,1,1,TP,0.7958132028579712,0.7958132028579712,0.01542219240218401,2,6,8,0,3,0.0,0.5,0.03248375812093953,0.1044776119402985,0.04381601320689236,0.055177981940204235,0.04949699757354829,0.7991230519668854,0.9136824721915596,0.8564027620792225,0.26568427512565246,0.33486929717815356,0.300276786151903,198.0,4.0
kepler,77,no-PC,0,0,TN,7.387702498817816e-05,0.9999261229750118,2.895612851716578e-05,1,4,5,1,0,1.0,0.0,0.04047976011994003,0.09950248756218906,0.028238354762000588,0.06146394738887592,0.04485115107543826,0.7574302110131539,0.9104040263056279,0.8339171186593909,0.7580590015745169,0.09946250725871493,0.42876075441661593,49.0,36.0
