dataset,index,raw_label,y_true,probability,calibrated_probability,threshold,calibrated_threshold,pred_label,target_confidence,calibrated_target_confidence,mc_mean,mc_std,mc_p05,mc_p95,mc_mean_calibrated,mc_std_calibrated,mc_p05_calibrated,mc_p95_calibrated,outcome
kepler,16,no-PC,0,1.2832833e-08,1.3777833e-06,0.5000000000000001,0.5,0,1.0,0.9999986,1.3036966e-08,7.754784e-09,4.867825e-09,2.7306157e-08,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,17,no-PC,0,0.0014902934,0.007902105,0.5000000000000001,0.5,0,0.9985097,0.9920979,0.0015609276,0.00038290102,0.0010721494,0.0021501645,0.008131699,0.0014422224,0.0061964123,0.010354091,TN
kepler,18,no-PC,0,0.00015280723,0.0014639845,0.5000000000000001,0.5,0,0.9998472,0.998536,0.00015077292,4.3602508e-05,0.00010109461,0.00023551426,0.0014387908,0.00030207273,0.0010775634,0.0020176566,TN
kepler,19,no-PC,0,2.1355484e-09,3.6373862e-07,0.5000000000000001,0.5,0,1.0,0.99999964,2.6262519e-09,2.3953874e-09,5.451355e-10,8.9019565e-09,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,20,no-PC,0,3.4095954e-10,9.311822e-08,0.5000000000000001,0.5,0,1.0,0.9999999,4.2875442e-10,3.8848155e-10,1.15222575e-10,9.1551694e-10,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,21,no-PC,0,2.8096179e-06,7.537216e-05,0.5000000000000001,0.5,0,0.9999972,0.9999246,3.3949923e-06,2.1699236e-06,1.5921464e-06,7.1146287e-06,8.437324e-05,3.6486388e-05,4.9434977e-05,0.00015025462,TN
kepler,22,no-PC,0,7.2461204e-05,0.00084164966,0.5000000000000001,0.5,0,0.9999275,0.9991583,7.6540426e-05,2.4128918e-05,4.511857e-05,0.000120942634,0.00086866115,0.00020081663,0.00059214624,0.0012308343,TN
kepler,23,PC,1,0.94305485,0.88940406,0.5000000000000001,0.5,1,0.94305485,0.88940406,0.94149977,0.0071833916,0.928536,0.95035774,0.8874869,0.009574486,0.87039816,0.8995582,TP
kepler,24,no-PC,0,3.5250696e-06,8.9201465e-05,0.5000000000000001,0.5,0,0.9999965,0.9999108,4.3350788e-06,3.5688424e-06,1.2803342e-06,1.145832e-05,9.896867e-05,5.7354515e-05,4.2046755e-05,0.00021405438,TN
kepler,25,no-PC,0,0.7821221,0.72094893,0.5000000000000001,0.5,1,0.7821221,0.72094893,0.7834497,0.040573403,0.71591526,0.8629625,0.72318655,0.036280837,0.66517264,0.7968287,FP
kepler,26,no-PC,0,0.0010359752,0.00604126,0.5000000000000001,0.5,0,0.998964,0.9939587,0.0010305987,0.00023904553,0.0007548193,0.001399166,0.005989554,0.0009955968,0.0047804294,0.007542182,TN
kepler,27,no-PC,0,0.00014965677,0.0014415379,0.5000000000000001,0.5,0,0.99985033,0.99855846,0.00016014576,5.9291462e-05,7.9056554e-05,0.0002673172,0.0014969716,0.00040675147,0.0008978535,0.00221625,TN
kepler,28,no-PC,0,9.238489e-06,0.00018242591,0.5000000000000001,0.5,0,0.99999076,0.99981755,9.264309e-06,2.7783465e-06,5.9231534e-06,1.4119213e-05,0.00018134456,3.966561e-05,0.00013114116,0.0002499559,TN
kepler,29,no-PC,0,6.1213605e-08,4.396348e-06,0.5000000000000001,0.5,0,0.99999994,0.9999956,7.359396e-08,4.9196323e-08,2.8612401e-08,1.9313919e-07,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,30,no-PC,0,0.00014949062,0.0014403502,0.5000000000000001,0.5,0,0.9998505,0.99855965,0.0001608709,5.837192e-05,9.2027105e-05,0.00027305158,0.0015039559,0.00039129364,0.001004955,0.0022514234,TN
kepler,31,PC,1,0.98909706,0.96603024,0.5000000000000001,0.5,1,0.98909706,0.96603024,0.98832893,0.0029133232,0.9834888,0.99189043,0.9645299,0.00628733,0.9541434,0.9726056,TP
kepler,32,no-PC,0,1.2325246e-07,7.3929896e-06,0.5000000000000001,0.5,0,0.9999999,0.9999926,1.4156426e-07,6.966778e-08,6.657763e-08,2.794117e-07,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,33,no-PC,0,6.05889e-08,4.362984e-06,0.5000000000000001,0.5,0,0.99999994,0.99999565,6.9337354e-08,5.5567476e-08,1.9130873e-08,1.8951368e-07,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,34,no-PC,0,4.5591646e-06,0.000107977256,0.5000000000000001,0.5,0,0.99999547,0.999892,4.7624026e-06,1.8176524e-06,2.5810073e-06,8.067015e-06,0.000110065426,3.0919942e-05,7.0766706e-05,0.00016495126,TN
kepler,35,PC,1,0.8359767,0.77020824,0.5000000000000001,0.5,1,0.8359767,0.77020824,0.83732283,0.013945574,0.81640923,0.8570513,0.77168876,0.013452762,0.75179327,0.7908588,TP
kepler,36,no-PC,0,5.0910063e-07,2.1198124e-05,0.5000000000000001,0.5,0,0.99999946,0.9999788,6.0158754e-07,3.574135e-07,2.6705888e-07,1.2739895e-06,3.5954607e-05,4.3655978e-06,3.4997443e-05,4.1892406e-05,TN
kepler,37,no-PC,0,9.75771e-10,2.0331342e-07,0.5000000000000001,0.5,0,1.0,0.9999998,1.2076687e-09,1.1246855e-09,3.4062822e-10,2.7643976e-09,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,38,no-PC,0,4.7865183e-06,0.000111950525,0.5000000000000001,0.5,0,0.99999523,0.99988806,5.0556782e-06,1.9397269e-06,2.607985e-06,8.891287e-06,0.000115065974,3.23154e-05,7.1315204e-05,0.00017731002,TN
kepler,39,PC,1,0.39616185,0.42237824,0.5000000000000001,0.5,0,0.60383815,0.57762176,0.39129624,0.030984055,0.3485051,0.43698272,0.41852993,0.02367432,0.3858904,0.4530878,FN
kepler,40,no-PC,0,1.40463925e-08,1.4734125e-06,0.5000000000000001,0.5,0,1.0,0.9999985,1.7558355e-08,1.2913545e-08,5.274479e-09,3.5664932e-08,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,41,PC,1,0.475589,0.4818645,0.5000000000000001,0.5,0,0.52441096,0.5181355,0.4728039,0.024210203,0.42993966,0.5094021,0.47976846,0.018041734,0.44781518,0.50698286,FN
kepler,42,no-PC,0,2.6585233e-06,7.2340794e-05,0.5000000000000001,0.5,0,0.9999973,0.99992764,3.1117006e-06,1.4357254e-06,1.3920677e-06,5.7130737e-06,7.979555e-05,2.692838e-05,4.474277e-05,0.00012767008,TN
kepler,43,PC,1,0.9883829,0.96443117,0.5000000000000001,0.5,1,0.9883829,0.96443117,0.9883435,0.0021617904,0.9835175,0.9911341,0.96446633,0.004695784,0.95420086,0.9707688,TP
kepler,44,no-PC,0,3.5087044e-08,2.9079806e-06,0.5000000000000001,0.5,0,0.99999994,0.9999971,3.585908e-08,2.4271941e-08,1.4854421e-08,6.565294e-08,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,45,no-PC,0,0.0009155802,0.0055140806,0.5000000000000001,0.5,0,0.9990844,0.9944859,0.00091341726,0.00017687128,0.00070500554,0.0012613711,0.0054852758,0.00077484973,0.004544978,0.006986748,TN
kepler,46,no-PC,0,2.2805577e-07,1.1675898e-05,0.5000000000000001,0.5,0,0.99999976,0.9999883,2.728069e-07,1.5696217e-07,9.7444115e-08,5.8483397e-07,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,47,PC,1,0.73601717,0.68167907,0.5000000000000001,0.5,1,0.73601717,0.68167907,0.72714037,0.021219334,0.6922879,0.7617112,0.6745321,0.017446853,0.6461538,0.70329356,TP
kepler,48,no-PC,0,0.024098733,0.06015854,0.5000000000000001,0.5,0,0.97590125,0.93984145,0.024859447,0.0047047567,0.018445203,0.03392662,0.061281074,0.008147534,0.04966218,0.07676076,TN
kepler,49,no-PC,0,8.6821026e-05,0.00096249086,0.5000000000000001,0.5,0,0.99991316,0.9990375,8.5753745e-05,3.834011e-05,4.816824e-05,0.0001624116,0.000938775,0.00029537018,0.0006216025,0.0015316672,TN
kepler,50,no-PC,0,1.2633224e-06,4.163166e-05,0.5000000000000001,0.5,0,0.99999875,0.9999584,1.355108e-06,7.5481415e-07,6.6876834e-07,2.3424388e-06,4.4582663e-05,1.4672475e-05,3.4997443e-05,6.584912e-05,TN
kepler,51,no-PC,0,0.00048356896,0.0034383195,0.5000000000000001,0.5,0,0.9995164,0.9965617,0.0005067597,0.00018521074,0.00030496536,0.0009133906,0.0035189735,0.00092254404,0.002443632,0.00550433,TN
kepler,52,no-PC,0,0.0063410187,0.022895403,0.5000000000000001,0.5,0,0.99365896,0.9771046,0.0067759585,0.0019142453,0.004343609,0.009905851,0.023848109,0.0048210314,0.017359193,0.03168514,TN
kepler,53,PC,1,0.655205,0.6169885,0.5000000000000001,0.5,1,0.655205,0.6169885,0.6583083,0.043466743,0.5950235,0.7309482,0.6198566,0.03393694,0.57095647,0.67748845,TP
kepler,54,no-PC,0,2.2204535e-05,0.00034982624,0.5000000000000001,0.5,0,0.99997777,0.9996502,2.5081607e-05,1.6084745e-05,1.1935663e-05,6.465251e-05,0.00037220216,0.00016260946,0.00022064187,0.0007733605,TN
kepler,55,no-PC,0,5.29719e-09,7.141589e-07,0.5000000000000001,0.5,0,1.0,0.9999993,6.492901e-09,4.940804e-09,1.8724275e-09,1.4284537e-08,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,56,no-PC,0,0.3074354,0.35362568,0.5000000000000001,0.5,0,0.6925646,0.64637434,0.30243844,0.031663153,0.25255406,0.34727257,0.3492868,0.025646428,0.30877984,0.3849348,TN
kepler,57,no-PC,0,1.1869744e-05,0.00021973642,0.5000000000000001,0.5,0,0.99998814,0.99978024,1.3054462e-05,5.388448e-06,7.2587154e-06,2.2067437e-05,0.0002326097,6.790415e-05,0.00015251314,0.00034820905,TN
kepler,58,no-PC,0,1.2468608e-05,0.0002279157,0.5000000000000001,0.5,0,0.99998754,0.9997721,1.3822784e-05,5.878726e-06,7.0559913e-06,2.4822184e-05,0.00024222139,7.477269e-05,0.00014934027,0.00037999908,TN
kepler,59,no-PC,0,0.0069942474,0.024593966,0.5000000000000001,0.5,0,0.99300575,0.97540605,0.007447407,0.002050356,0.0052699526,0.011986772,0.0255655,0.004965811,0.019999105,0.036385212,TN
kepler,60,PC,1,0.9844204,0.9560235,0.5000000000000001,0.5,1,0.9844204,0.9560235,0.9835947,0.002887785,0.97859734,0.98768336,0.9545034,0.005727998,0.9447416,0.9628925,TP
kepler,61,PC,1,0.95623696,0.90808874,0.5000000000000001,0.5,1,0.95623696,0.90808874,0.95628947,0.0047282088,0.9481777,0.96348,0.9082863,0.006961263,0.8964791,0.91912323,TP
kepler,62,PC,1,0.8839615,0.81875885,0.5000000000000001,0.5,1,0.8839615,0.81875885,0.8811174,0.011647903,0.8608573,0.897615,0.8159161,0.012375596,0.79469174,0.83373255,TP
kepler,63,no-PC,0,3.535735e-07,1.6170332e-05,0.5000000000000001,0.5,0,0.99999964,0.99998385,3.7286136e-07,1.6943976e-07,2.0083056e-07,7.261897e-07,3.501085e-05,1.3315156e-07,3.4997443e-05,3.4997443e-05,TN
kepler,64,no-PC,0,0.00014521545,0.0014096844,0.5000000000000001,0.5,0,0.9998548,0.9985903,0.00015195727,4.9020757e-05,9.122297e-05,0.0002619388,0.001444342,0.00034010338,0.0009984679,0.002183125,TN
kepler,65,no-PC,0,6.3729553e-06,0.0001384661,0.5000000000000001,0.5,0,0.9999936,0.99986154,6.973036e-06,3.4295172e-06,3.4670368e-06,1.18083035e-05,0.00014535135,4.974722e-05,8.810861e-05,0.00021889046,TN
kepler,66,PC,1,0.982372,0.95193046,0.5000000000000001,0.5,1,0.982372,0.95193046,0.9823085,0.00261644,0.9780667,0.98587346,0.95191544,0.005053816,0.94376284,0.9590242,TP
kepler,67,no-PC,0,0.00018534235,0.0016892988,0.5000000000000001,0.5,0,0.9998146,0.9983107,0.00019737304,8.683719e-05,0.00011296005,0.0003223798,0.0017435286,0.0005351367,0.0011700382,0.0025462213,TN
kepler,68,no-PC,0,0.0004993725,0.0035211723,0.5000000000000001,0.5,0,0.99950063,0.99647886,0.00050345634,0.00011310613,0.00034682208,0.00073374505,0.0035255158,0.0005842589,0.0026879688,0.0046813437,TN
kepler,69,no-PC,0,0.0045214724,0.0178773,0.5000000000000001,0.5,0,0.9954785,0.9821227,0.004496417,0.0007327119,0.0034342625,0.005805493,0.017757498,0.0021143516,0.014611129,0.021465978,TN
kepler,70,no-PC,0,6.272689e-05,0.0007561997,0.5000000000000001,0.5,0,0.9999373,0.9992438,6.611254e-05,2.114789e-05,3.8931325e-05,0.00010279931,0.0007788826,0.00018346855,0.000530739,0.0010910152,TN
kepler,71,no-PC,0,0.000112204994,0.0011642323,0.5000000000000001,0.5,0,0.9998878,0.99883574,0.00013356228,6.6529974e-05,4.5610705e-05,0.0002536344,0.0012942092,0.00048042036,0.0005969335,0.0021316067,TN
kepler,72,no-PC,0,5.4437573e-06,0.00012317451,0.5000000000000001,0.5,0,0.9999946,0.9998768,5.8311e-06,2.5481509e-06,2.942522e-06,1.1211558e-05,0.00012750401,4.04323e-05,7.800396e-05,0.00021062283,TN
kepler,73,no-PC,0,4.191499e-10,1.08549195e-07,0.5000000000000001,0.5,0,1.0,0.9999999,5.3071586e-10,4.0246217e-10,1.604166e-10,1.0219121e-09,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,74,PC,1,0.9881934,0.9640117,0.5000000000000001,0.5,1,0.9881934,0.9640117,0.98815554,0.0017239647,0.9854405,0.9906247,0.9640067,0.0037681581,0.958121,0.96955687,TP
kepler,75,no-PC,0,0.00010901993,0.0011396235,0.5000000000000001,0.5,0,0.999891,0.99886036,0.00011548955,3.7132624e-05,7.099106e-05,0.00017437659,0.0011788795,0.00027290272,0.00082894275,0.0016145379,TN
kepler,76,PC,1,0.7958132,0.7330709,0.5000000000000001,0.5,1,0.7958132,0.7330709,0.7951014,0.015422192,0.764473,0.81801677,0.7325918,0.013716564,0.70565563,0.7532817,TP
kepler,77,no-PC,0,7.3877025e-05,0.0008538227,0.5000000000000001,0.5,0,0.99992615,0.99914616,7.473854e-05,2.8956129e-05,4.2771575e-05,0.00011234196,0.0008514585,0.00022797383,0.00056912185,0.001165224,TN
kepler,78,no-PC,0,2.9816717e-06,7.87734e-05,0.5000000000000001,0.5,0,0.999997,0.9999212,2.9665844e-06,1.3011431e-06,1.5729042e-06,5.3944677e-06,7.725812e-05,2.4116403e-05,4.8990623e-05,0.00012234524,TN
kepler,79,no-PC,0,0.18318446,0.24783096,0.5000000000000001,0.5,0,0.81681556,0.752169,0.185852,0.0315482,0.14003147,0.24729137,0.24952818,0.028908608,0.20620365,0.3043516,TN
kepler,80,PC,1,0.9465277,0.8941764,0.5000000000000001,0.5,1,0.9465277,0.8941764,0.9468162,0.0055718548,0.93753225,0.953984,0.8947081,0.007724489,0.88200694,0.90477866,TP
kepler,81,no-PC,0,2.9761293e-06,7.8664634e-05,0.5000000000000001,0.5,0,0.999997,0.9999213,3.7272177e-06,2.8864629e-06,1.4049768e-06,8.291942e-06,8.935062e-05,4.6794015e-05,4.5050332e-05,0.00016835325,TN
kepler,82,PC,1,0.9894453,0.96682096,0.5000000000000001,0.5,1,0.9894453,0.96682096,0.9892894,0.0018054751,0.9848975,0.99160856,0.9665607,0.0040207775,0.95699924,0.9719155,TP
kepler,83,no-PC,0,3.881449e-06,9.5814634e-05,0.5000000000000001,0.5,0,0.9999961,0.99990416,3.9566303e-06,1.4255546e-06,2.0736761e-06,6.6863336e-06,9.606611e-05,2.532315e-05,6.015258e-05,0.0001434906,TN
kepler,84,no-PC,0,0.02794094,0.06686128,0.5000000000000001,0.5,0,0.9720591,0.9331387,0.028666668,0.004889364,0.021199778,0.0382513,0.06788066,0.008193439,0.054882392,0.08357335,TN
kepler,85,PC,1,0.98737425,0.9622205,0.5000000000000001,0.5,1,0.98737425,0.9622205,0.98736197,0.0016839014,0.9847889,0.98957086,0.9622622,0.0035972497,0.9567768,0.96710783,TP
kepler,86,no-PC,0,0.00023691113,0.002026524,0.5000000000000001,0.5,0,0.9997631,0.9979735,0.00025313013,7.878815e-05,0.00016858587,0.00040381085,0.0021105132,0.00047431394,0.0015746643,0.0030086325,TN
kepler,87,no-PC,0,1.8209317e-05,0.00030192093,0.5000000000000001,0.5,0,0.99998176,0.9996981,1.8864323e-05,6.6412745e-06,1.0565083e-05,2.99814e-05,0.00030659526,7.839015e-05,0.00020153652,0.00043718616,TN
kepler,88,no-PC,0,2.1514943e-08,2.0223024e-06,0.5000000000000001,0.5,0,1.0,0.999998,2.2633593e-08,1.5456278e-08,7.944712e-09,5.520395e-08,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,89,PC,1,0.97959083,0.9465937,0.5000000000000001,0.5,1,0.97959083,0.9465937,0.97908765,0.002452484,0.9748553,0.9825833,0.9457327,0.004558138,0.9379862,0.9523461,TP
kepler,90,no-PC,0,0.00039182956,0.0029422713,0.5000000000000001,0.5,0,0.99960816,0.99705774,0.00045669553,0.00030528198,0.0002299175,0.0010568409,0.0031963224,0.0014414154,0.0019820035,0.0061309356,TN
kepler,91,PC,1,0.8201957,0.75530565,0.5000000000000001,0.5,1,0.8201957,0.75530565,0.8148137,0.03240274,0.7492565,0.8593812,0.75112563,0.029651735,0.6927383,0.7932012,TP
kepler,92,no-PC,0,0.00013691554,0.001349469,0.5000000000000001,0.5,0,0.9998631,0.99865055,0.00013892162,3.4362016e-05,8.859977e-05,0.0002033461,0.0013565139,0.00024549963,0.0009770837,0.0018095069,TN
kepler,93,no-PC,0,4.2313937e-07,1.8477715e-05,0.5000000000000001,0.5,0,0.9999996,0.9999815,4.7563913e-07,2.3622825e-07,1.9468331e-07,1.0056606e-06,3.5140583e-05,7.9718234e-07,3.4997443e-05,3.5144363e-05,TN
kepler,94,no-PC,0,7.6003045e-05,0.0008719898,0.5000000000000001,0.5,0,0.999924,0.999128,7.69544e-05,2.7205033e-05,4.7422665e-05,0.00012260326,0.00087102473,0.00021922658,0.00061444624,0.0012433502,TN
kepler,95,no-PC,0,0.00015392112,0.0014718923,0.5000000000000001,0.5,0,0.9998461,0.9985281,0.00015535839,4.3683423e-05,0.00010048035,0.00024537861,0.0014713816,0.00030329346,0.0010727007,0.0020799737,TN
kepler,96,no-PC,0,1.7764099e-06,5.3623353e-05,0.5000000000000001,0.5,0,0.9999982,0.99994636,2.0455172e-06,9.622029e-07,8.727805e-07,3.6839167e-06,5.8848622e-05,1.930096e-05,3.4997443e-05,9.216912e-05,TN
kepler,97,PC,1,0.9089351,0.8466591,0.5000000000000001,0.5,1,0.9089351,0.8466591,0.9053634,0.0102063175,0.8886266,0.9188762,0.84273195,0.01164045,0.8238052,0.8584604,TP
kepler,98,no-PC,0,3.2982125e-06,8.490224e-05,0.5000000000000001,0.5,0,0.9999967,0.9999151,3.7518394e-06,1.6697453e-06,1.6601549e-06,6.474638e-06,9.182929e-05,2.9713001e-05,5.099463e-05,0.00014009867,TN
kepler,99,no-PC,0,0.0046790726,0.018331697,0.5000000000000001,0.5,0,0.9953209,0.9816683,0.00477859,0.0010793124,0.003486392,0.0066739847,0.018525373,0.0030171801,0.014773628,0.023766981,TN
kepler,100,PC,1,0.9357083,0.8796102,0.5000000000000001,0.5,1,0.9357083,0.8796102,0.9333913,0.009597061,0.91716754,0.94646174,0.87688506,0.012257711,0.85639924,0.8940849,TP
kepler,101,PC,1,0.8204987,0.7555878,0.5000000000000001,0.5,1,0.8204987,0.7555878,0.815094,0.018559476,0.7852529,0.84020114,0.75084686,0.017050559,0.7237009,0.77427506,TP
kepler,102,PC,1,0.9659828,0.9230936,0.5000000000000001,0.5,1,0.9659828,0.9230936,0.9658973,0.0034581237,0.960103,0.9706015,0.9230444,0.0055343187,0.9138992,0.93067175,TP
kepler,103,no-PC,0,1.142718e-07,6.9890657e-06,0.5000000000000001,0.5,0,0.9999999,0.999993,1.8010076e-07,2.5419268e-07,3.8086657e-08,7.2930527e-07,3.5206824e-05,2.043178e-06,3.4997443e-05,3.4997443e-05,TN
kepler,104,no-PC,0,2.1692535e-06,6.219973e-05,0.5000000000000001,0.5,0,0.99999785,0.9999378,2.241768e-06,9.64412e-07,1.096827e-06,4.2186766e-06,6.281047e-05,1.9575478e-05,3.748378e-05,0.0001019294,TN
kepler,105,no-PC,0,3.1611937e-05,0.00045471627,0.5000000000000001,0.5,0,0.9999684,0.9995453,3.2581444e-05,1.4329281e-05,1.9130266e-05,6.803822e-05,0.0004580918,0.00014128607,0.0003131842,0.00080321514,TN
kepler,106,no-PC,0,1.2625499e-05,0.0002300417,0.5000000000000001,0.5,0,0.99998736,0.99977,1.3014168e-05,4.3019572e-06,7.4986833e-06,2.1684576e-05,0.00023297305,5.6375244e-05,0.00015624284,0.00034372532,TN
kepler,107,no-PC,0,0.0043310476,0.017322378,0.5000000000000001,0.5,0,0.99566895,0.98267764,0.0044265254,0.001027304,0.003274235,0.0063459245,0.017513601,0.0029015369,0.014107881,0.022908272,TN
kepler,108,no-PC,0,3.2979483e-06,8.489722e-05,0.5000000000000001,0.5,0,0.9999967,0.9999151,3.461838e-06,1.5653682e-06,1.868924e-06,6.58186e-06,8.6554464e-05,2.790546e-05,5.5679382e-05,0.00014182137,TN
kepler,109,no-PC,0,6.2397085e-05,0.00075324695,0.5000000000000001,0.5,0,0.9999376,0.9992468,6.274976e-05,1.7140555e-05,4.0133735e-05,9.12417e-05,0.00075131573,0.00015000893,0.0005428518,0.0009986161,TN
kepler,110,no-PC,0,1.4700404e-08,1.5240622e-06,0.5000000000000001,0.5,0,1.0,0.99999845,1.4541643e-08,8.476718e-09,5.7869616e-09,2.8371907e-08,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,111,no-PC,0,2.0848384e-08,1.975586e-06,0.5000000000000001,0.5,0,1.0,0.99999803,2.504926e-08,1.4066865e-08,8.586016e-09,5.4099544e-08,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,112,no-PC,0,3.516658e-07,1.6105494e-05,0.5000000000000001,0.5,0,0.99999964,0.9999839,4.1058286e-07,2.3087267e-07,1.73364e-07,8.516474e-07,3.521671e-05,1.3735504e-06,3.4997443e-05,3.4997443e-05,TN
kepler,113,PC,1,0.6506518,0.6134561,0.5000000000000001,0.5,1,0.6506518,0.6134561,0.65245366,0.037250187,0.6006558,0.7203626,0.61518395,0.029069697,0.57521284,0.66879684,TP
kepler,114,no-PC,0,1.8227264e-09,3.2337303e-07,0.5000000000000001,0.5,0,1.0,0.9999997,2.3590219e-09,2.4328897e-09,5.5256405e-10,5.3153166e-09,3.499747e-05,2.5465852e-11,3.4997443e-05,3.4997443e-05,TN
kepler,115,no-PC,0,0.031421017,0.07268932,0.5000000000000001,0.5,0,0.968579,0.9273107,0.032296255,0.006046764,0.025044465,0.043845877,0.07385295,0.00959447,0.06183703,0.09203392,TN
kepler,116,no-PC,0,4.337238e-06,0.00010404929,0.5000000000000001,0.5,0,0.99999565,0.99989593,4.2876795e-06,1.7538614e-06,2.5054023e-06,8.2935685e-06,0.000101759164,2.9691355e-05,6.92231e-05,0.00016838044,TN
kepler,117,no-PC,0,1.0784947e-05,0.00020464287,0.5000000000000001,0.5,0,0.9999892,0.9997954,1.0618171e-05,3.9389956e-06,5.7475168e-06,1.8994333e-05,0.00019984638,5.4007232e-05,0.00012824232,0.00031152793,TN
