dataset,index,raw_label,y_true,threshold,outcome,maxlike_probability,maxlike_prediction,maxlike_confidence,maxlike_entropy,mc_dropout_mean_probability,mc_dropout_std_probability,mc_dropout_prediction,mc_dropout_predictive_entropy,aleatoric_uncertainty,epistemic_uncertainty,mc_samples
kepler,34,no-PC,0,0.5000000000000001,TN,4.559164608508581e-06,0,0.9999954700469971,6.062945249141194e-05,4.762402568303514e-06,1.8176524463342503e-06,0,6.312448385870084e-05,6.27953777438961e-05,3.291061148047447e-07,100
kepler,35,PC,1,0.5000000000000001,TP,0.8359767198562622,1,0.8359767198562622,0.4462815821170807,0.8373228311538696,0.013945573940873146,1,0.44408267736434937,0.4433646500110626,0.0007180273532867432,100
kepler,36,no-PC,0,0.5000000000000001,TN,5.091006300972367e-07,0,0.999999463558197,7.886284038249869e-06,6.015875442244578e-07,3.5741351211981964e-07,0,9.218542800226714e-06,9.13415351533331e-06,8.438928489340469e-08,100
kepler,37,no-PC,0,0.5000000000000001,TN,9.757710195401614e-10,0,1.0,1.9420680530402024e-07,1.2076687427864385e-09,1.1246854558777386e-09,0,1.9420680530402024e-07,1.9420679109316552e-07,1.4210854715202004e-14,100
kepler,38,no-PC,0,0.5000000000000001,TN,4.786518275068374e-06,0,0.999995231628418,6.341995322145522e-05,5.055678229837213e-06,1.9397268715692917e-06,0,6.670965376542881e-05,6.636141188209876e-05,3.4824188333004713e-07,100
kepler,39,PC,1,0.5000000000000001,FN,0.39616185426712036,0,0.6038381457328796,0.6714246869087219,0.39129623770713806,0.030984055250883102,0,0.6693243980407715,0.667290449142456,0.0020339488983154297,100
kepler,40,no-PC,0,0.5000000000000001,TN,1.4046392493582971e-08,0,1.0,2.6801779995366815e-07,1.755835477013079e-08,1.2913544900072793e-08,0,3.3111081165770884e-07,3.445121876666235e-07,0.0,100
kepler,41,PC,1,0.5000000000000001,FN,0.47558900713920593,0,0.5244109630584717,0.6919549107551575,0.47280389070510864,0.02421020343899727,0,0.6916671991348267,0.6904881000518799,0.0011790990829467773,100
kepler,42,no-PC,0,0.5000000000000001,TN,2.658523271747981e-06,0,0.9999973177909851,3.6787951103178784e-05,3.11170060740551e-06,1.4357253803609638e-06,0,4.256912143318914e-05,4.226364035275765e-05,3.0548108043149114e-07,100
kepler,43,PC,1,0.5000000000000001,TP,0.988382875919342,1,0.988382875919342,0.06330686807632446,0.9883434772491455,0.002161790383979678,1,0.06348186731338501,0.06328828632831573,0.0001935809850692749,100
kepler,44,no-PC,0,0.5000000000000001,TN,3.50870443810436e-08,0,0.9999999403953552,6.373713858920382e-07,3.5859081037870055e-08,2.427194090159901e-08,0,6.50615277208999e-07,6.446123279602034e-07,6.00294924879563e-09,100
kepler,45,no-PC,0,0.5000000000000001,TN,0.0009155801963061094,0,0.9990844130516052,0.0073205167427659035,0.0009134172578342259,0.00017687128274701536,0,0.007305384147912264,0.0072889309376478195,1.645321026444435e-05,100
kepler,46,no-PC,0,0.5000000000000001,TN,2.2805576804785233e-07,0,0.9999997615814209,3.7158667964831693e-06,2.7280688641440065e-07,1.5696217303684534e-07,0,4.396146778162802e-06,4.358498699730262e-06,3.764807843253948e-08,100
kepler,47,PC,1,0.5000000000000001,TP,0.7360171675682068,1,0.7360171675682068,0.5771817564964294,0.7271403670310974,0.02121933363378048,1,0.586082398891449,0.5849472284317017,0.0011351704597473145,100
kepler,48,no-PC,0,0.5000000000000001,TN,0.024098733440041542,0,0.9759012460708618,0.11358813941478729,0.02485944703221321,0.004704756662249565,0,0.11639151722192764,0.11595423519611359,0.0004372820258140564,100
kepler,49,no-PC,0,0.5000000000000001,TN,8.682102634338662e-05,0,0.9999131560325623,0.0008987381006591022,8.575374522479251e-05,3.834010931313969e-05,0,0.0008887507719919086,0.0008815370383672416,7.213733624666929e-06,100
kepler,50,no-PC,0,0.5000000000000001,TN,1.2633223605007515e-06,0,0.9999987483024597,1.8421469576423988e-05,1.3551079973694868e-06,7.548141525148822e-07,0,1.9664823412313126e-05,1.951269769051578e-05,1.5212572179734707e-07,100
kepler,51,no-PC,0,0.5000000000000001,TN,0.0004835689614992589,0,0.9995164275169373,0.004175170790404081,0.0005067596794106066,0.00018521073798183352,0,0.004351656883955002,0.004321198910474777,3.045797348022461e-05,100
kepler,52,no-PC,0,0.5000000000000001,TN,0.0063410187140107155,0,0.9936589598655701,0.038410965353250504,0.006775958463549614,0.0019142453093081713,0,0.04059462249279022,0.04033853858709335,0.0002560839056968689,100
kepler,53,PC,1,0.5000000000000001,TP,0.6552050113677979,1,0.6552050113677979,0.6441648602485657,0.6583083271980286,0.04346674308180809,1,0.6421511769294739,0.6379382610321045,0.004212915897369385,100
kepler,54,no-PC,0,0.5000000000000001,TN,2.2204534616321325e-05,0,0.9999777674674988,0.000260130618698895,2.508160650904756e-05,1.608474485692568e-05,0,0.00029078018269501626,0.00028691531042568386,3.864872269332409e-06,100
kepler,55,no-PC,0,0.5000000000000001,TN,5.297189797914825e-09,0,1.0,1.9420680530402024e-07,6.4929008836145385e-09,4.940804210207261e-09,0,1.9420680530402024e-07,2.0877224926607596e-07,0.0,100
kepler,56,no-PC,0,0.5000000000000001,TN,0.30743539333343506,0,0.6925646066665649,0.6170333027839661,0.3024384379386902,0.03166315332055092,0,0.6129162311553955,0.6104992032051086,0.0024170279502868652,100
kepler,57,no-PC,0,0.5000000000000001,TN,1.1869744412251748e-05,0,0.9999881386756897,0.0001464905944885686,1.3054462215222884e-05,5.388447789300699e-06,0,0.00015986982907634228,0.00015891816292423755,9.516661521047354e-07,100
kepler,58,no-PC,0,0.5000000000000001,TN,1.2468607565097045e-05,0,0.9999875426292419,0.00015326774155255407,1.3822784239891917e-05,5.878725914953975e-06,0,0.0001684884773567319,0.00016735024109948426,1.1382362572476268e-06,100
kepler,59,no-PC,0,0.5000000000000001,TN,0.0069942474365234375,0,0.9930057525634766,0.041679851710796356,0.007447407115250826,0.0020503560081124306,0,0.043911077082157135,0.04365129768848419,0.0002597793936729431,100
kepler,60,PC,1,0.5000000000000001,TP,0.9844204187393188,1,0.9844204187393188,0.080296590924263,0.9835947155952454,0.002887784969061613,1,0.08369818329811096,0.08344516158103943,0.0002530217170715332,100
kepler,61,PC,1,0.5000000000000001,TP,0.9562369585037231,1,0.9562369585037231,0.17972420156002045,0.9562894701957703,0.004728208761662245,1,0.17956221103668213,0.17929834127426147,0.0002638697624206543,100
kepler,62,PC,1,0.5000000000000001,TP,0.8839614987373352,1,0.8839614987373352,0.3589569628238678,0.8811174035072327,0.011647903360426426,1,0.36469271779060364,0.36404842138290405,0.000644296407699585,100
kepler,63,no-PC,0,0.5000000000000001,TN,3.535735118020966e-07,0,0.9999996423721313,5.6059698181343265e-06,3.728613648945611e-07,1.694397582241436e-07,0,5.8919772527588066e-06,5.859436441824073e-06,3.25408109347336e-08,100
kepler,64,no-PC,0,0.5000000000000001,TN,0.0001452154538128525,0,0.9998548030853271,0.0014285162324085832,0.0001519572688266635,4.902075670543127e-05,0,0.0014879405498504639,0.001480505452491343,7.435097359120846e-06,100
kepler,65,no-PC,0,0.5000000000000001,TN,6.372955340339104e-06,0,0.999993622303009,8.261545008281246e-05,6.973035851842724e-06,3.429517164477147e-06,0,8.976707613328472e-05,8.908280869945884e-05,6.842674338258803e-07,100
kepler,66,PC,1,0.5000000000000001,TP,0.982371985912323,1,0.982371985912323,0.08865832537412643,0.9823085069656372,0.0026164399459958076,1,0.08891342580318451,0.08872178941965103,0.00019163638353347778,100
kepler,67,no-PC,0,0.5000000000000001,TN,0.00018534234550315887,0,0.9998146295547485,0.0017780286725610495,0.00019737303955480456,8.683719352120534e-05,0,0.0018810274777933955,0.0018652220023795962,1.5805475413799286e-05,100
kepler,68,no-PC,0,0.5000000000000001,TN,0.0004993724869564176,0,0.9995006322860718,0.004295556340366602,0.0005034563364461064,0.00011310612899251282,0,0.004326583817601204,0.004314123187214136,1.2460630387067795e-05,100
kepler,69,no-PC,0,0.5000000000000001,TN,0.004521472379565239,0,0.9954785108566284,0.028922291472554207,0.004496417008340359,0.0007327119237743318,0,0.02878706343472004,0.02872782200574875,5.924142897129059e-05,100
kepler,70,no-PC,0,0.5000000000000001,TN,6.272688915487379e-05,0,0.9999372959136963,0.0006697154603898525,6.611253775190562e-05,2.1147889128769748e-05,0,0.0007023874786682427,0.0006991388509050012,3.2486277632415295e-06,100
kepler,71,no-PC,0,0.5000000000000001,TN,0.00011220499436603859,0,0.9998878240585327,0.001132723642513156,0.00013356228009797633,6.652997399214655e-05,0,0.0013250547926872969,0.0013091195141896605,1.5935278497636318e-05,100
kepler,72,no-PC,0,0.5000000000000001,TN,5.443757345346967e-06,0,0.9999945759773254,7.142774848034605e-05,5.831100224895636e-06,2.548150860093301e-06,0,7.610928150825202e-05,7.560381345683709e-05,5.054680514149368e-07,100
kepler,73,no-PC,0,0.5000000000000001,TN,4.191499092254247e-10,0,1.0,1.9420680530402024e-07,5.307158601475237e-10,4.024621746978596e-10,0,1.9420680530402024e-07,1.9420679109316552e-07,1.4210854715202004e-14,100
kepler,74,PC,1,0.5000000000000001,TP,0.9881933927536011,1,0.9881933927536011,0.06414729356765747,0.9881555438041687,0.00172396469861269,1,0.06431479752063751,0.06419017910957336,0.00012461841106414795,100
kepler,75,no-PC,0,0.5000000000000001,TN,0.00010901992936851457,0,0.9998909831047058,0.0011037095682695508,0.00011548955080797896,3.7132624129299074e-05,0,0.0011625493643805385,0.0011571290669962764,5.420297384262085e-06,100
kepler,76,PC,1,0.5000000000000001,TP,0.7958132028579712,1,0.7958132028579712,0.5061520338058472,0.7951014041900635,0.01542219240218401,1,0.5071187615394592,0.5063943266868591,0.0007244348526000977,100
kepler,77,no-PC,0,0.5000000000000001,TN,7.387702498817816e-05,0,0.9999261498451233,0.0007766744820401073,7.473854202544317e-05,2.895612851716578e-05,0,0.0007848651148378849,0.0007803069311194122,4.558183718472719e-06,100
kepler,78,no-PC,0,0.5000000000000001,TN,2.9816717415087624e-06,0,0.9999970197677612,4.091755545232445e-05,2.9665843612747267e-06,1.3011431292397901e-06,0,4.0725561120780185e-05,4.0478757000528276e-05,2.468041202519089e-07,100
kepler,79,no-PC,0,0.5000000000000001,TN,0.1831844598054886,0,0.8168155550956726,0.4761880338191986,0.18585200607776642,0.03154819831252098,0,0.4801521301269531,0.4768935441970825,0.0032585859298706055,100
kepler,80,PC,1,0.5000000000000001,TP,0.9465277194976807,1,0.9465277194976807,0.20861494541168213,0.9468162059783936,0.005571854766458273,1,0.20778511464595795,0.20747920870780945,0.00030590593814849854,100
kepler,81,no-PC,0,0.5000000000000001,TN,2.976129280796158e-06,0,0.9999970197677612,4.084703323314898e-05,3.7272177451086463e-06,2.8864628802693915e-06,0,5.0316866690991446e-05,4.95170388603583e-05,7.998278306331486e-07,100
kepler,82,PC,1,0.5000000000000001,TP,0.9894453287124634,1,0.9894453287124634,0.058535054326057434,0.989289402961731,0.001805475098080933,1,0.0592418871819973,0.0590948723256588,0.00014701485633850098,100
kepler,83,no-PC,0,0.5000000000000001,TN,3.881449174514273e-06,0,0.9999961256980896,5.2241590310586616e-05,3.956630280299578e-06,1.4255546147978748e-06,0,5.317756949807517e-05,5.293672802508809e-05,2.408414729870856e-07,100
kepler,84,no-PC,0,0.5000000000000001,TN,0.027940940111875534,0,0.9720590710639954,0.12751014530658722,0.028666667640209198,0.004889363888651133,0,0.13007637858390808,0.12965552508831024,0.00042085349559783936,100
kepler,85,PC,1,0.5000000000000001,TP,0.9873742461204529,1,0.9873742461204529,0.06774571537971497,0.9873619675636292,0.0016839014133438468,1,0.06779924035072327,0.067689448595047,0.00010979175567626953,100
kepler,86,no-PC,0,0.5000000000000001,TN,0.00023691113165114075,0,0.9997630715370178,0.0022145758848637342,0.00025313012883998454,7.878815085859969e-05,0,0.002349422313272953,0.0023381675127893686,1.1254800483584404e-05,100
kepler,87,no-PC,0,0.5000000000000001,TN,1.8209317204309627e-05,0,0.9999817609786987,0.0002169379440601915,1.8864322555600666e-05,6.641274467256153e-06,0,0.00022407474170904607,0.00022299654665403068,1.0781950550153852e-06,100
kepler,88,no-PC,0,0.5000000000000001,TN,2.1514942716294172e-08,0,1.0,4.0135088852366607e-07,2.2633592777765443e-08,1.5456278035230753e-08,0,4.2107151898562734e-07,4.205330412787589e-07,5.384777068684343e-10,100
kepler,89,PC,1,0.5000000000000001,TP,0.9795908331871033,1,0.9795908331871033,0.09962727129459381,0.9790876507759094,0.0024524840991944075,1,0.10156888514757156,0.10142309963703156,0.00014578551054000854,100
kepler,90,no-PC,0,0.5000000000000001,TN,0.0003918295551557094,0,0.9996081590652466,0.003465531626716256,0.0004566955321934074,0.0003052819811273366,0,0.003969261888414621,0.0038941854145377874,7.507647387683392e-05,100
kepler,91,PC,1,0.5000000000000001,TP,0.8201956748962402,1,0.8201956748962402,0.47109663486480713,0.8148136734962463,0.03240273892879486,1,0.47916731238365173,0.47573304176330566,0.0034342706203460693,100
kepler,92,no-PC,0,0.5000000000000001,TN,0.00013691553613170981,0,0.9998630881309509,0.0013549268478527665,0.00013892161950934678,3.4362015867372975e-05,0,0.00137275829911232,0.001368704717606306,4.05358150601387e-06,100
kepler,93,no-PC,0,0.5000000000000001,TN,4.231393688769458e-07,0,0.9999995827674866,6.632948043261422e-06,4.756391263072146e-07,2.362282458534537e-07,0,7.400281901936978e-06,7.3467572292429395e-06,5.35246726940386e-08,100
kepler,94,no-PC,0,0.5000000000000001,TN,7.600304525112733e-05,0,0.9999240040779114,0.0007968690479174256,7.695439853705466e-05,2.7205032893107273e-05,0,0.0008058864041231573,0.0008016630308702588,4.223373252898455e-06,100
kepler,95,no-PC,0,0.5000000000000001,TN,0.00015392112254630774,0,0.9998461008071899,0.001505193649791181,0.00015535838610958308,4.368342342786491e-05,0,0.0015178045723587275,0.0015119382878765464,5.866284482181072e-06,100
kepler,96,no-PC,0,0.5000000000000001,TN,1.7764099311534665e-06,0,0.9999982118606567,2.5297702450188808e-05,2.0455172489164397e-06,9.622028755984502e-07,0,2.8841504899901338e-05,2.863824374799151e-05,2.0326115190982819e-07,100
kepler,97,PC,1,0.5000000000000001,TP,0.9089351296424866,1,0.9089351296424866,0.3049946427345276,0.9053633809089661,0.010206317529082298,1,0.3131360113620758,0.31253695487976074,0.0005990564823150635,100
kepler,98,no-PC,0,0.5000000000000001,TN,3.2982125048874877e-06,0,0.9999967217445374,4.4928674469701946e-05,3.7518393583013676e-06,1.6697453020242392e-06,0,5.0624552386580035e-05,5.028587474953383e-05,3.38677637046203e-07,100
kepler,99,no-PC,0,0.5000000000000001,TN,0.0046790726482868195,0,0.9953209161758423,0.029769720509648323,0.004778590053319931,0.00107931240927428,0,0.030302073806524277,0.030185217037796974,0.00011685676872730255,100
kepler,100,PC,1,0.5000000000000001,TP,0.9357082843780518,1,0.9357082843780518,0.23861655592918396,0.933391273021698,0.009597061201930046,1,0.24477709829807281,0.24405181407928467,0.000725284218788147,100
kepler,101,PC,1,0.5000000000000001,TP,0.8204987049102783,1,0.8204987049102783,0.47063642740249634,0.815093994140625,0.018559476360678673,1,0.4787517189979553,0.4776168465614319,0.0011348724365234375,100
kepler,102,PC,1,0.5000000000000001,TP,0.9659827947616577,1,0.9659827947616577,0.14844033122062683,0.9658973217010498,0.003458123654127121,1,0.14872623980045319,0.14854592084884644,0.0001803189516067505,100
kepler,103,no-PC,0,0.5000000000000001,TN,1.1427179913425789e-07,0,0.9999998807907104,1.940870561156771e-06,1.8010075564234285e-07,2.541926846788556e-07,0,2.97702035823022e-06,2.876078269764548e-06,1.0094208846567199e-07,100
kepler,104,no-PC,0,0.5000000000000001,TN,2.1692535483452957e-06,0,0.9999978542327881,3.0458762921625748e-05,2.241768015665002e-06,9.644120382290566e-07,0,3.1403233151650056e-05,3.121063127764501e-05,1.9260187400504947e-07,100
kepler,105,no-PC,0,0.5000000000000001,TN,3.1611936719855294e-05,0,0.999968409538269,0.0003591735730879009,3.258144352003001e-05,1.4329280929814558e-05,0,0.00036920481943525374,0.00036657776217907667,2.6270572561770678e-06,100
kepler,106,no-PC,0,0.5000000000000001,TN,1.2625499039131682e-05,0,0.9999873638153076,0.00015503841859754175,1.3014167961955536e-05,4.301957233110443e-06,0,0.00015941659512463957,0.00015874583914410323,6.707559805363417e-07,100
kepler,107,no-PC,0,0.5000000000000001,TN,0.004331047646701336,0,0.9956689476966858,0.02789098210632801,0.004426525440067053,0.0010273039806634188,0,0.02840910293161869,0.028297804296016693,0.00011129863560199738,100
kepler,108,no-PC,0,0.5000000000000001,TN,3.2979482966766227e-06,0,0.9999967217445374,4.492533844313584e-05,3.461838105067727e-06,1.5653681657568086e-06,0,4.698998236563057e-05,4.668327164836228e-05,3.0671071726828814e-07,100
kepler,109,no-PC,0,0.5000000000000001,TN,6.239708454813808e-05,0,0.9999375939369202,0.0006665232358500361,6.274975748965517e-05,1.714055542834103e-05,0,0.0006699367659166455,0.0006677181809209287,2.2185849957168102e-06,100
kepler,110,no-PC,0,0.5000000000000001,TN,1.4700403561107578e-08,0,1.0,2.798279297167028e-07,1.45416425567646e-08,8.476717994199134e-09,0,2.7696376037056325e-07,2.8723917466777493e-07,0.0,100
kepler,111,no-PC,0,0.5000000000000001,TN,2.084838435223446e-08,0,1.0,3.895726763403218e-07,2.5049260443665844e-08,1.4066865006157059e-08,0,4.6347196303031524e-07,4.629903287423076e-07,4.816342880076263e-10,100
kepler,112,no-PC,0,0.5000000000000001,TN,3.5166578982170904e-07,0,0.9999996423721313,5.577624961006222e-06,4.1058285660255933e-07,2.308726720912091e-07,0,6.44848614683724e-06,6.394808224285953e-06,5.367792255128734e-08,100
kepler,113,PC,1,0.5000000000000001,TP,0.6506518125534058,1,0.6506518125534058,0.6470422148704529,0.6524536609649658,0.03725018724799156,1,0.6459144949913025,0.6428290009498596,0.003085494041442871,100
kepler,114,no-PC,0,0.5000000000000001,TN,1.8227264142467448e-09,0,1.0,1.9420680530402024e-07,2.359021866737976e-09,2.432889667502991e-09,0,1.9420680530402024e-07,1.9595319145082613e-07,0.0,100
kepler,115,no-PC,0,0.5000000000000001,TN,0.03142101690173149,0,0.9685789942741394,0.13964758813381195,0.032296255230903625,0.006046764086931944,0,0.14263573288917542,0.14208216965198517,0.0005535632371902466,100
kepler,116,no-PC,0,0.5000000000000001,TN,4.337237896834267e-06,0,0.9999956488609314,5.7894623751053587e-05,4.2876795305346604e-06,1.7538613974465989e-06,0,5.728238102165051e-05,5.6969147408381104e-05,3.132336132694036e-07,100
kepler,117,no-PC,0,0.5000000000000001,TN,1.0784947335196193e-05,0,0.9999892115592957,0.00013413620763458312,1.0618170563247986e-05,3.938995632779552e-06,0,0.000132227418362163,0.00013155049236956984,6.769259925931692e-07,100
kepler,118,no-PC,0,0.5000000000000001,TN,3.710952256597011e-08,0,0.9999999403953552,6.720309215779707e-07,4.541834996985017e-08,2.8124210516011772e-08,0,8.133222877404478e-07,8.061032872319629e-07,7.219000508484896e-09,100
kepler,119,no-PC,0,0.5000000000000001,TN,0.04022872820496559,0,0.9597712755203247,0.16867037117481232,0.04165809229016304,0.004476985894143581,0,0.1731783151626587,0.17292624711990356,0.00025206804275512695,100
kepler,120,no-PC,0,0.5000000000000001,TN,0.00027714515454135835,0,0.9997228384017944,0.0025471942499279976,0.0003170210402458906,0.00015638369950465858,0,0.0028710642363876104,0.0028384653851389885,3.259885124862194e-05,100
kepler,121,no-PC,0,0.5000000000000001,TN,3.87895452149678e-05,0,0.9999611973762512,0.00043278816156089306,4.368130612419918e-05,1.6076539395726286e-05,0,0.0004821790789719671,0.00047933179303072393,2.8472859412431717e-06,100
kepler,122,PC,1,0.5000000000000001,TP,0.9522846341133118,1,0.9522846341133118,0.1917325258255005,0.9519859552383423,0.004494472872465849,1,0.19262567162513733,0.19240976870059967,0.0002159029245376587,100
